Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B
Sauropsida;Passeriformes;Serinus_canaria;ENSSCAP00000004058;;;;;;;;ENSSCAP00000014154;;;;ENSSCAP00000001338;;;;;ENSSCAP00000020818;ENSSCAP00000017717;;;;ENSSCAP00000010379;ENSSCAP00000010391;;;;;;ENSSCAP00000021907;ENSSCAP00000019612;ENSSCAP00000019615;;;;;ENSSCAP00000015333;ENSSCAP00000015339;ENSSCAP00000003042;;ENSSCAP00000021170;ENSSCAP00000020834;;;;;;ENSSCAP00000008122;;;;;;ENSSCAP00000011149;;;;;ENSSCAP00000012322;;;;;;ENSSCAP00000008378;;;;;ENSSCAP00000018500;;;;;;;ENSSCAP00000013758;;;;;ENSSCAP00000000214;;;;;;;;;;;;;ENSSCAP00000013474;;;;;ENSSCAP00000011929;;;;;ENSSCAP00000015688;ENSSCAP00000015692;ENSSCAP00000016085;ENSSCAP00000015940;ENSSCAP00000015601;ENSSCAP00000015614;ENSSCAP00000008713;ENSSCAP00000008716;ENSSCAP00000000378;ENSSCAP00000000368;ENSSCAP00000019957;ENSSCAP00000019947;;ENSSCAP00000012526;ENSSCAP00000022572;ENSSCAP00000022498;;;;;ENSSCAP00000024180;ENSSCAP00000024178;ENSSCAP00000008557;ENSSCAP00000008572;ENSSCAP00000020563;;ENSSCAP00000022773;ENSSCAP00000022775;ENSSCAP00000013155;;ENSSCAP00000012291;ENSSCAP00000012276;;ENSSCAP00000007986;ENSSCAP00000004427;ENSSCAP00000004446;ENSSCAP00000022002;;ENSSCAP00000006372;ENSSCAP00000006367;ENSSCAP00000013561;ENSSCAP00000013568;ENSSCAP00000007405;ENSSCAP00000007411;ENSSCAP00000000395;ENSSCAP00000010097;;ENSSCAP00000022856;;;ENSSCAP00000011208;ENSSCAP00000011309;ENSSCAP00000012442;ENSSCAP00000012470;ENSSCAP00000012071;;;ENSSCAP00000007886;;ENSSCAP00000011950;;;;ENSSCAP00000010147;;;ENSSCAP00000000695;;;ENSSCAP00000022443;;;;;;ENSSCAP00000018845;;
Sauropsida;Passeriformes;Taeniopygia_guttata;ENSTGUP00000025010;;;;;;;ENSTGUP00000018678;;ENSTGUP00000035227;;;;ENSTGUP00000016735;;;;ENSTGUP00000000506;ENSTGUP00000034521;;ENSTGUP00000013939;;ENSTGUP00000021842;;;;;;;ENSTGUP00000018916;ENSTGUP00000013637;ENSTGUP00000013636;;;;;;ENSTGUP00000011818;ENSTGUP00000033702;;ENSTGUP00000003468;ENSTGUP00000033396;;;;;;ENSTGUP00000012857;;;;;;ENSTGUP00000027116;;;;;ENSTGUP00000006071;;;ENSTGUP00000023392;;;ENSTGUP00000009699;;;;;ENSTGUP00000011727;;;;;;;;;;;;ENSTGUP00000005128;;;;;;;;;;;;;;ENSTGUP00000011316;;;;ENSTGUP00000019528;;;;;ENSTGUP00000013739;;ENSTGUP00000013938;;ENSTGUP00000006434;ENSTGUP00000006538;ENSTGUP00000000445;ENSTGUP00000000453;ENSTGUP00000013102;ENSTGUP00000028046;ENSTGUP00000013666;ENSTGUP00000013665;;ENSTGUP00000034599;ENSTGUP00000030655;ENSTGUP00000032664;;;;;ENSTGUP00000038123;ENSTGUP00000026418;ENSTGUP00000009905;ENSTGUP00000009932;ENSTGUP00000009880;;ENSTGUP00000004985;ENSTGUP00000004978;ENSTGUP00000008604;;ENSTGUP00000008180;ENSTGUP00000033026;;ENSTGUP00000033038;ENSTGUP00000010432;ENSTGUP00000027423;ENSTGUP00000028371;;ENSTGUP00000004580;ENSTGUP00000004604;ENSTGUP00000000712;ENSTGUP00000022696;ENSTGUP00000029609;ENSTGUP00000025122;ENSTGUP00000031308;ENSTGUP00000029642;;ENSTGUP00000020760;;ENSTGUP00000031529;ENSTGUP00000029766;ENSTGUP00000029014;ENSTGUP00000002636;ENSTGUP00000031848;;;;ENSTGUP00000029844;;ENSTGUP00000027780;;;;ENSTGUP00000002468;;;ENSTGUP00000026725;;ENSTGUP00000028920;ENSTGUP00000005647;;;;;;ENSTGUP00000034578;;
Sauropsida;Passeriformes;Zonotrichia_albicollis;ENSZALP00000012863;;;;;;;ENSZALP00000014446;ENSZALP00000005043;;;;;;;;ENSZALP00000015112;;ENSZALP00000018149;;;;ENSZALP00000017414;ENSZALP00000017411;;;;;;ENSZALP00000011877;ENSZALP00000020842;ENSZALP00000020841;;;;;ENSZALP00000012533;ENSZALP00000012534;ENSZALP00000017394;;ENSZALP00000018518;ENSZALP00000018964;;;;;;ENSZALP00000004380;;;;;;;;;;;ENSZALP00000009824;;;ENSZALP00000001306;;;ENSZALP00000008155;;;;;ENSZALP00000007706;;;;;;;ENSZALP00000002258;;;;;ENSZALP00000016137;;;;;;;;;;;;;ENSZALP00000008821;;;;;ENSZALP00000000312;;;;;ENSZALP00000023281;ENSZALP00000023280;ENSZALP00000014850;ENSZALP00000014849;ENSZALP00000002222;ENSZALP00000002226;ENSZALP00000016888;;ENSZALP00000018460;;ENSZALP00000020884;ENSZALP00000020883;ENSZALP00000005777;;ENSZALP00000007004;ENSZALP00000006186;;ENSZALP00000004063;;;ENSZALP00000019725;ENSZALP00000019724;ENSZALP00000003556;ENSZALP00000003575;ENSZALP00000007271;;ENSZALP00000019418;ENSZALP00000019420;ENSZALP00000004789;;ENSZALP00000008379;ENSZALP00000008386;;;ENSZALP00000011403;ENSZALP00000011404;ENSZALP00000008241;;ENSZALP00000005932;ENSZALP00000005933;ENSZALP00000021431;ENSZALP00000021427;ENSZALP00000015321;ENSZALP00000015318;;;ENSZALP00000009966;ENSZALP00000009967;;ENSZALP00000011049;ENSZALP00000009677;ENSZALP00000009853;ENSZALP00000013850;ENSZALP00000013854;ENSZALP00000000189;;;ENSZALP00000015934;;ENSZALP00000011738;;;;ENSZALP00000005579;;;ENSZALP00000003013;;;ENSZALP00000016932;;;;;;ENSZALP00000023426;;
Sauropsida;Psittaciformes;Amazona_collaria;;;;;;;;ENSACOP00000009138;;ENSACOP00000019098;;;;ENSACOP00000005209;;;ENSACOP00000018548;;ENSACOP00000022238;;;;ENSACOP00000017806;;;;;;;ENSACOP00000021634;ENSACOP00000018746;ENSACOP00000018761;;;;;;ENSACOP00000001323;ENSACOP00000004866;;ENSACOP00000005444;ENSACOP00000005389;;;;;;ENSACOP00000025527;;;;;;ENSACOP00000022492;;;;;ENSACOP00000015006;;;;;;ENSACOP00000005740;;;;;ENSACOP00000013362;;;;;;;;;;;;ENSACOP00000024590;;;;;;;;;;;;;ENSACOP00000009949;;;;ENSACOP00000012969;;;;;;ENSACOP00000016319;;ENSACOP00000003297;ENSACOP00000002879;ENSACOP00000007932;ENSACOP00000007898;ENSACOP00000001679;ENSACOP00000001697;ENSACOP00000000026;;ENSACOP00000018009;ENSACOP00000018100;;;ENSACOP00000002820;ENSACOP00000002895;;;;ENSACOP00000000613;ENSACOP00000012745;ENSACOP00000012766;ENSACOP00000008523;ENSACOP00000008509;ENSACOP00000012023;;ENSACOP00000014772;ENSACOP00000014709;ENSACOP00000007358;ENSACOP00000007310;ENSACOP00000002180;ENSACOP00000002144;ENSACOP00000015437;ENSACOP00000015389;ENSACOP00000016611;ENSACOP00000016680;;ENSACOP00000018489;ENSACOP00000025362;ENSACOP00000025368;ENSACOP00000007732;ENSACOP00000007857;ENSACOP00000004751;ENSACOP00000004689;ENSACOP00000018364;ENSACOP00000018383;ENSACOP00000004355;;;;;ENSACOP00000020349;ENSACOP00000015193;ENSACOP00000015083;ENSACOP00000002095;;;ENSACOP00000025536;;ENSACOP00000002765;;;;ENSACOP00000012918;;;ENSACOP00000015304;;;;;;;;;ENSACOP00000001563;;
Sauropsida;Psittaciformes;Melopsittacus_undulatus;ENSMUNP00000016778;;;;;;;ENSMUNP00000007280;;;;;;ENSMUNP00000009572;;;ENSMUNP00000015501;;ENSMUNP00000016836;;;;ENSMUNP00000008248;;;;;;;ENSMUNP00000008744;ENSMUNP00000013565;ENSMUNP00000013566;;;;;;ENSMUNP00000014130;ENSMUNP00000007906;;ENSMUNP00000016257;ENSMUNP00000016256;;;;;;ENSMUNP00000006548;;;;;;ENSMUNP00000003487;;;;;ENSMUNP00000019136;;;;;;ENSMUNP00000018963;;;;;ENSMUNP00000004935;;;;;;;;;;;;ENSMUNP00000020960;;;;;;;;;;;;;ENSMUNP00000002675;;;;;;;;;;ENSMUNP00000000889;ENSMUNP00000005822;ENSMUNP00000005906;ENSMUNP00000005921;ENSMUNP00000011636;ENSMUNP00000011640;ENSMUNP00000005026;ENSMUNP00000005041;;;ENSMUNP00000013546;ENSMUNP00000013548;;ENSMUNP00000006396;ENSMUNP00000011804;ENSMUNP00000011226;;;;ENSMUNP00000010905;ENSMUNP00000000976;ENSMUNP00000000974;ENSMUNP00000015846;ENSMUNP00000015851;ENSMUNP00000010661;;ENSMUNP00000001310;ENSMUNP00000001308;ENSMUNP00000006654;ENSMUNP00000006651;ENSMUNP00000005486;ENSMUNP00000005374;ENSMUNP00000018277;ENSMUNP00000018276;ENSMUNP00000017456;ENSMUNP00000017460;ENSMUNP00000001745;;ENSMUNP00000011174;ENSMUNP00000011175;ENSMUNP00000016236;ENSMUNP00000016237;ENSMUNP00000012107;ENSMUNP00000012106;;ENSMUNP00000010323;ENSMUNP00000006322;;;;ENSMUNP00000018107;ENSMUNP00000018093;ENSMUNP00000017551;ENSMUNP00000017548;ENSMUNP00000018376;;;ENSMUNP00000007387;;ENSMUNP00000003762;;;;ENSMUNP00000001800;;;ENSMUNP00000020932;;;;;;;;;ENSMUNP00000003933;;
Sauropsida;Psittaciformes;Strigops_habroptila;;;;;;;;ENSSHBP00005020338;;ENSSHBP00005007661;;;;;;;;ENSSHBP00005024272;ENSSHBP00005000596;;;;ENSSHBP00005024058;;;;;;;ENSSHBP00005009617;ENSSHBP00005013453;ENSSHBP00005013437;;;;;;ENSSHBP00005024079;ENSSHBP00005007284;ENSSHBP00005007267;ENSSHBP00005011563;ENSSHBP00005011533;;;;;;ENSSHBP00005003637;;;;;;ENSSHBP00005021691;;;;;ENSSHBP00005022620;;;;;;ENSSHBP00005005192;;;;;ENSSHBP00005008274;;;;;;;;;;;;ENSSHBP00005020374;;;;;;;;;;;;;ENSSHBP00005024462;;;;;ENSSHBP00005009489;;;;;ENSSHBP00005008884;ENSSHBP00005010883;ENSSHBP00005006744;ENSSHBP00005006528;ENSSHBP00005012798;ENSSHBP00005012832;ENSSHBP00005004769;ENSSHBP00005004776;ENSSHBP00005001340;;ENSSHBP00005014128;ENSSHBP00005014108;;ENSSHBP00005022503;ENSSHBP00005004866;ENSSHBP00005007813;;;;ENSSHBP00005024225;ENSSHBP00005021659;ENSSHBP00005021658;ENSSHBP00005006762;ENSSHBP00005006976;;;ENSSHBP00005017281;ENSSHBP00005017225;ENSSHBP00005007016;;ENSSHBP00005010578;ENSSHBP00005010611;;ENSSHBP00005011618;ENSSHBP00005018351;ENSSHBP00005018357;ENSSHBP00005001035;;ENSSHBP00005013491;ENSSHBP00005013471;ENSSHBP00005017647;ENSSHBP00005017655;ENSSHBP00005023061;ENSSHBP00005023077;ENSSHBP00005018059;ENSSHBP00005018050;ENSSHBP00005023818;ENSSHBP00005023817;ENSSHBP00005023579;;ENSSHBP00005005444;ENSSHBP00005005256;ENSSHBP00005003369;ENSSHBP00005003225;ENSSHBP00005008281;;;ENSSHBP00005003759;;ENSSHBP00005003571;;;;;;;ENSSHBP00005023172;;;ENSSHBP00005007502;;;;;;ENSSHBP00005022700;;
Sauropsida;Sphenodontia;Sphenodon_punctatus;;;;;;;;ENSSPUP00000006259;;;;;ENSSPUP00000010514;;;;ENSSPUP00000006010;;ENSSPUP00000024018;;;ENSSPUP00000021653;ENSSPUP00000022365;;;;;;;ENSSPUP00000017997;ENSSPUP00000003780;ENSSPUP00000003758;;;;;;ENSSPUP00000005600;ENSSPUP00000018320;;ENSSPUP00000002451;ENSSPUP00000022581;ENSSPUP00000017692;;;ENSSPUP00000010001;ENSSPUP00000010740;;;;;;;ENSSPUP00000001152;;;;;ENSSPUP00000006288;;;;;;ENSSPUP00000006476;;;ENSSPUP00000013031;;;;;;;;;ENSSPUP00000022186;;;;ENSSPUP00000023299;ENSSPUP00000023339;;;;;;;;;;;;;ENSSPUP00000011215;;;;;;;;;;ENSSPUP00000006366;;ENSSPUP00000007493;ENSSPUP00000015072;ENSSPUP00000008189;ENSSPUP00000008205;ENSSPUP00000000240;;;;ENSSPUP00000008426;;;;ENSSPUP00000011731;ENSSPUP00000006045;;;;;;;ENSSPUP00000020033;ENSSPUP00000020158;;;;ENSSPUP00000025217;ENSSPUP00000002038;;ENSSPUP00000003183;ENSSPUP00000003367;;;ENSSPUP00000017941;ENSSPUP00000018405;;;;ENSSPUP00000017668;ENSSPUP00000018442;ENSSPUP00000018399;ENSSPUP00000006151;ENSSPUP00000006139;ENSSPUP00000007639;;ENSSPUP00000011545;;ENSSPUP00000019545;;ENSSPUP00000019822;ENSSPUP00000019759;ENSSPUP00000009359;ENSSPUP00000009379;;ENSSPUP00000003785;;ENSSPUP00000010710;;ENSSPUP00000001447;;;;ENSSPUP00000017470;ENSSPUP00000010276;;ENSSPUP00000020273;;;;;;;;;ENSSPUP00000023287;;
Sauropsida;Squamata;Anolis_carolinensis;;ENSACAP00000008241;;;;;;ENSACAP00000019797;ENSACAP00000011131;;;;;ENSACAP00000009890;;;;ENSACAP00000012493;;ENSACAP00000000970;;;ENSACAP00000005972;ENSACAP00000005948;;;;;;;ENSACAP00000012841;;;;;;;ENSACAP00000003531;ENSACAP00000013908;ENSACAP00000011856;ENSACAP00000002919;ENSACAP00000002673;;;;;;ENSACAP00000011580;;;;ENSACAP00000006583;;ENSACAP00000006724;;;;;ENSACAP00000017355;;;;;;ENSACAP00000010441;;;ENSACAP00000002735;;ENSACAP00000020742;;;;;;ENSACAP00000008741;;ENSACAP00000016129;;;ENSACAP00000007373;;;;;;;;;;;;;;;;;;;;;;;;ENSACAP00000000389;ENSACAP00000015339;ENSACAP00000002023;ENSACAP00000004507;ENSACAP00000017642;ENSACAP00000017647;ENSACAP00000019289;;;ENSACAP00000001173;ENSACAP00000005116;;;ENSACAP00000000125;ENSACAP00000005302;;;ENSACAP00000022486;;;;ENSACAP00000007033;ENSACAP00000006737;ENSACAP00000006791;;ENSACAP00000018889;;ENSACAP00000006470;ENSACAP00000001361;ENSACAP00000004987;ENSACAP00000018605;ENSACAP00000017263;;ENSACAP00000008719;ENSACAP00000003382;ENSACAP00000003305;ENSACAP00000000429;;;;ENSACAP00000017475;ENSACAP00000019058;ENSACAP00000007120;ENSACAP00000007082;ENSACAP00000012450;;;ENSACAP00000005806;ENSACAP00000018543;;ENSACAP00000010102;ENSACAP00000010244;ENSACAP00000014665;ENSACAP00000014650;;ENSACAP00000003394;;ENSACAP00000011979;;ENSACAP00000007517;;;;ENSACAP00000022054;ENSACAP00000003257;;ENSACAP00000003080;;;;;;;;;;;
Sauropsida;Squamata;Laticauda_laticaudata;;;;;;;;ENSLLTP00000022858;;;;;ENSLLTP00000013443;;;;;ENSLLTP00000024078;ENSLLTP00000018711;;;;ENSLLTP00000023491;;;;;;;ENSLLTP00000007243;ENSLLTP00000007053;;;;;;ENSLLTP00000003373;ENSLLTP00000017378;ENSLLTP00000010373;;ENSLLTP00000017196;ENSLLTP00000007649;;;;;;ENSLLTP00000000741;;;;;;ENSLLTP00000009805;;;;ENSLLTP00000017864;ENSLLTP00000006426;;;;;;ENSLLTP00000004205;;ENSLLTP00000021546;ENSLLTP00000003599;;ENSLLTP00000002157;;;;;;;;;;;ENSLLTP00000016528;;;;;;;;;;;;;;;ENSLLTP00000021436;;;;;;;;;ENSLLTP00000010933;ENSLLTP00000016672;ENSLLTP00000002662;;;ENSLLTP00000010691;ENSLLTP00000021760;;ENSLLTP00000015408;;ENSLLTP00000005052;;;ENSLLTP00000021459;;;;;;;;ENSLLTP00000004779;ENSLLTP00000003975;ENSLLTP00000004026;;;;ENSLLTP00000022571;ENSLLTP00000007005;ENSLLTP00000002121;ENSLLTP00000006773;ENSLLTP00000010182;;ENSLLTP00000013177;ENSLLTP00000009774;ENSLLTP00000009746;;;ENSLLTP00000005905;ENSLLTP00000005885;;ENSLLTP00000012151;ENSLLTP00000016714;ENSLLTP00000016723;ENSLLTP00000010274;ENSLLTP00000021549;ENSLLTP00000010885;;;ENSLLTP00000011677;ENSLLTP00000019014;ENSLLTP00000018975;ENSLLTP00000011694;ENSLLTP00000011639;;;;ENSLLTP00000008279;;ENSLLTP00000012031;;;;ENSLLTP00000012810;ENSLLTP00000013958;;;ENSLLTP00000016123;;;;;;;;;;
Sauropsida;Squamata;Notechis_scutatus;;ENSNSUP00000003442;;;;;;ENSNSUP00000000501;;;;;ENSNSUP00000003116;ENSNSUP00000003406;;;;ENSNSUP00000019636;ENSNSUP00000016337;;ENSNSUP00000022721;;ENSNSUP00000004444;;;;;;;ENSNSUP00000001514;ENSNSUP00000023215;;;;;;;ENSNSUP00000021629;ENSNSUP00000020377;;ENSNSUP00000024231;ENSNSUP00000020575;ENSNSUP00000010923;;;;;ENSNSUP00000003571;;;;;;ENSNSUP00000003396;;;;ENSNSUP00000005583;ENSNSUP00000012486;;;;;;ENSNSUP00000004247;;ENSNSUP00000026424;ENSNSUP00000026425;;ENSNSUP00000024239;;;;;;;;ENSNSUP00000003770;;;ENSNSUP00000008200;;;;;;;;;;;;;;ENSNSUP00000011545;;;;;;;;;;ENSNSUP00000026673;ENSNSUP00000009351;ENSNSUP00000022700;;ENSNSUP00000026930;ENSNSUP00000026937;ENSNSUP00000015600;;ENSNSUP00000013620;;ENSNSUP00000004127;;;ENSNSUP00000023905;ENSNSUP00000006371;ENSNSUP00000006313;;;;;;ENSNSUP00000018605;ENSNSUP00000001273;ENSNSUP00000001277;;;;ENSNSUP00000006675;ENSNSUP00000019306;ENSNSUP00000024649;ENSNSUP00000006660;ENSNSUP00000023206;;ENSNSUP00000021453;ENSNSUP00000017398;ENSNSUP00000017490;;ENSNSUP00000005301;;ENSNSUP00000010922;ENSNSUP00000010702;ENSNSUP00000010696;ENSNSUP00000009214;;ENSNSUP00000023156;ENSNSUP00000011549;;ENSNSUP00000006802;;;ENSNSUP00000023164;ENSNSUP00000023518;;ENSNSUP00000003717;;ENSNSUP00000019429;;ENSNSUP00000010951;;ENSNSUP00000002653;;;;;ENSNSUP00000022928;;ENSNSUP00000000695;;;;;;;;;;;
Sauropsida;Squamata;Podarcis_muralis;;;;;;;;;;ENSPMRP00000013863;;;;ENSPMRP00000028460;;;ENSPMRP00000022255;;ENSPMRP00000030092;;;;ENSPMRP00000013570;ENSPMRP00000013563;;;;;;ENSPMRP00000023415;ENSPMRP00000007473;;;;;;;ENSPMRP00000003021;ENSPMRP00000010430;;ENSPMRP00000026147;ENSPMRP00000026102;;;;ENSPMRP00000013487;;ENSPMRP00000027717;;;;;;;;;;;ENSPMRP00000002117;;;;;;ENSPMRP00000018350;;ENSPMRP00000021403;ENSPMRP00000021409;;ENSPMRP00000029247;;;;;;;ENSPMRP00000012789;;;;ENSPMRP00000017899;ENSPMRP00000017913;;;;;;ENSPMRP00000034134;;;ENSPMRP00000020696;;;;ENSPMRP00000014701;;;;;;;;;;ENSPMRP00000027465;;ENSPMRP00000001390;ENSPMRP00000001859;ENSPMRP00000005238;ENSPMRP00000005248;ENSPMRP00000016152;;;ENSPMRP00000008447;ENSPMRP00000003254;;;ENSPMRP00000024387;ENSPMRP00000005236;ENSPMRP00000005198;;ENSPMRP00000033236;;;;ENSPMRP00000002359;ENSPMRP00000006021;ENSPMRP00000005990;;;;ENSPMRP00000021195;ENSPMRP00000034583;ENSPMRP00000028458;ENSPMRP00000030423;ENSPMRP00000022591;ENSPMRP00000027716;ENSPMRP00000027734;ENSPMRP00000027334;ENSPMRP00000026968;;ENSPMRP00000001000;ENSPMRP00000034842;ENSPMRP00000034849;ENSPMRP00000027085;ENSPMRP00000027110;;ENSPMRP00000032685;ENSPMRP00000027939;ENSPMRP00000027968;ENSPMRP00000020940;;ENSPMRP00000013743;;ENSPMRP00000025697;ENSPMRP00000025753;ENSPMRP00000026594;ENSPMRP00000026616;;;;ENSPMRP00000036378;;ENSPMRP00000028409;;;;ENSPMRP00000025315;ENSPMRP00000021441;ENSPMRP00000021307;ENSPMRP00000010821;;;;;;;;;ENSPMRP00000010214;;
Sauropsida;Squamata;Pogona_vitticeps;ENSPVIP00000016086;ENSPVIP00000016087;;;;;;ENSPVIP00000032480;;;;;ENSPVIP00000007342;ENSPVIP00000000634;;;;ENSPVIP00000020579;;ENSPVIP00000001182;;;ENSPVIP00000023393;;;;;;;ENSPVIP00000012759;ENSPVIP00000006399;ENSPVIP00000006401;;;;;;ENSPVIP00000011546;ENSPVIP00000008103;;ENSPVIP00000033740;ENSPVIP00000031743;;;;ENSPVIP00000035097;;ENSPVIP00000020788;;;;;;ENSPVIP00000028826;;;;;ENSPVIP00000023028;;;;;;ENSPVIP00000033911;;ENSPVIP00000019439;ENSPVIP00000019438;;ENSPVIP00000016785;;;;;;;;ENSPVIP00000026928;;;ENSPVIP00000011913;;;;;;;;;;;ENSPVIP00000028087;;;ENSPVIP00000008993;;;;;;;;;;ENSPVIP00000034577;ENSPVIP00000028921;ENSPVIP00000006777;ENSPVIP00000021523;ENSPVIP00000026849;ENSPVIP00000026841;ENSPVIP00000004685;;;;ENSPVIP00000002049;;;ENSPVIP00000002606;ENSPVIP00000014610;ENSPVIP00000014608;;;;;;ENSPVIP00000000203;ENSPVIP00000030669;ENSPVIP00000030668;;;;ENSPVIP00000008270;ENSPVIP00000002253;ENSPVIP00000018557;ENSPVIP00000006858;ENSPVIP00000016535;;;ENSPVIP00000013964;ENSPVIP00000013961;ENSPVIP00000004463;;ENSPVIP00000023982;ENSPVIP00000023983;ENSPVIP00000034311;ENSPVIP00000034317;ENSPVIP00000012701;ENSPVIP00000012700;ENSPVIP00000000865;ENSPVIP00000031588;;ENSPVIP00000022434;;ENSPVIP00000025062;ENSPVIP00000014947;ENSPVIP00000014943;ENSPVIP00000013222;ENSPVIP00000013219;;ENSPVIP00000035011;;ENSPVIP00000012663;;ENSPVIP00000008509;;;;ENSPVIP00000021957;ENSPVIP00000013480;;ENSPVIP00000028216;;;ENSPVIP00000026033;;;;;;;;
Sauropsida;Squamata;Pseudonaja_textilis;;ENSPTXP00000023624;;;;;;ENSPTXP00000018428;;;;;ENSPTXP00000014567;;;;;ENSPTXP00000016317;ENSPTXP00000009718;;;;;;;;;;;ENSPTXP00000010980;ENSPTXP00000002791;;;;;;;ENSPTXP00000011273;ENSPTXP00000008594;;ENSPTXP00000015976;ENSPTXP00000015984;ENSPTXP00000020634;;;;;ENSPTXP00000013595;;;;;;;;;;ENSPTXP00000016062;ENSPTXP00000003336;;;;;;ENSPTXP00000000730;;ENSPTXP00000022368;ENSPTXP00000022369;;ENSPTXP00000003743;;;;;;;ENSPTXP00000006005;;;;ENSPTXP00000020665;;;;;;;;;;;;;;ENSPTXP00000021853;;;;;;;;;;ENSPTXP00000021001;ENSPTXP00000016762;ENSPTXP00000006075;ENSPTXP00000006071;ENSPTXP00000015415;ENSPTXP00000015417;ENSPTXP00000027441;;;;ENSPTXP00000009002;;;ENSPTXP00000019676;ENSPTXP00000004032;ENSPTXP00000004046;;;;;;ENSPTXP00000005936;ENSPTXP00000002887;ENSPTXP00000002890;;;;ENSPTXP00000019249;ENSPTXP00000009233;ENSPTXP00000020907;ENSPTXP00000017756;ENSPTXP00000009489;;;ENSPTXP00000027207;ENSPTXP00000027211;ENSPTXP00000018255;;;ENSPTXP00000020636;ENSPTXP00000013780;ENSPTXP00000013785;ENSPTXP00000007149;ENSPTXP00000007148;ENSPTXP00000015947;ENSPTXP00000022585;;ENSPTXP00000015781;;;ENSPTXP00000012708;ENSPTXP00000012798;;ENSPTXP00000013751;;ENSPTXP00000001905;;ENSPTXP00000003567;;ENSPTXP00000010455;;;;;ENSPTXP00000019239;;ENSPTXP00000020736;;;;;;;;;;;
Sauropsida;Squamata;Salvator_merianae;ENSSMRP00000011233;;;;;;;ENSSMRP00000000225;;;;;ENSSMRP00000002457;;;;;ENSSMRP00000024870;ENSSMRP00000014700;;;;ENSSMRP00000005974;ENSSMRP00000005965;;;;;;ENSSMRP00000027228;ENSSMRP00000007757;;;;;;;ENSSMRP00000028873;ENSSMRP00000013906;;ENSSMRP00000024520;ENSSMRP00000024633;;ENSSMRP00000006598;;ENSSMRP00000014817;;ENSSMRP00000005637;;;ENSSMRP00000009802;;;ENSSMRP00000002032;;;;ENSSMRP00000017442;ENSSMRP00000004236;;;;;;ENSSMRP00000018124;;ENSSMRP00000006404;ENSSMRP00000006403;;ENSSMRP00000012535;;;;;;;;ENSSMRP00000016249;;;ENSSMRP00000003855;;;;;;;;;;;ENSSMRP00000019674;;;ENSSMRP00000022987;;;;;;;;;;ENSSMRP00000014220;ENSSMRP00000014227;ENSSMRP00000000754;ENSSMRP00000000702;ENSSMRP00000029770;ENSSMRP00000029768;ENSSMRP00000019562;;ENSSMRP00000010241;;ENSSMRP00000007457;;;ENSSMRP00000008558;;ENSSMRP00000011303;;ENSSMRP00000001640;;;;ENSSMRP00000013939;ENSSMRP00000023187;ENSSMRP00000023188;;;;ENSSMRP00000011000;ENSSMRP00000026044;ENSSMRP00000026286;ENSSMRP00000026248;ENSSMRP00000026245;ENSSMRP00000021797;ENSSMRP00000021800;ENSSMRP00000024196;ENSSMRP00000024198;;;ENSSMRP00000006597;;ENSSMRP00000029281;ENSSMRP00000029279;;ENSSMRP00000028487;ENSSMRP00000026352;ENSSMRP00000026348;;ENSSMRP00000026177;;;ENSSMRP00000024352;ENSSMRP00000024353;ENSSMRP00000024427;ENSSMRP00000024428;;ENSSMRP00000002024;;ENSSMRP00000006568;;ENSSMRP00000022190;;;;;ENSSMRP00000003330;;ENSSMRP00000011405;;;;;;;;;ENSSMRP00000029396;;
